month,line,division,day_type,period,num_timepoints_passing_wait _assessment,num_sched_timepoints,wait assessment
2017-08,E,B DIVISION,2,peak,1322,1622,0.815043157
2017-08,F,B DIVISION,1,offpeak,19816,27840,0.711781609
2017-08,F,B DIVISION,1,peak,12468,19042,0.654763155
2017-08,F,B DIVISION,2,offpeak,4061,5262,0.771759787
2017-08,F,B DIVISION,2,peak,2082,2664,0.781531532
2017-08,G,B DIVISION,1,offpeak,11099,13584,0.817064193
2017-08,G,B DIVISION,1,peak,6444,8203,0.785566256
2017-08,G,B DIVISION,2,offpeak,2474,2861,0.864732611
2017-08,G,B DIVISION,2,peak,1330,1498,0.887850467
2017-08,JZ,B DIVISION,1,offpeak,9713,12336,0.787370298
2017-08,JZ,B DIVISION,1,peak,6570,8779,0.748376808
2017-08,JZ,B DIVISION,2,offpeak,3083,3695,0.834370771
2017-08,JZ,B DIVISION,2,peak,1620,1989,0.814479638
2017-08,L,B DIVISION,1,offpeak,18886,24202,0.780348732
2017-08,L,B DIVISION,1,peak,11036,14539,0.759061834
2017-08,L,B DIVISION,2,offpeak,7068,9005,0.784897279
2017-08,L,B DIVISION,2,peak,3694,4591,0.80461773
2017-08,M,B DIVISION,1,offpeak,12586,17759,0.708711076
2017-08,M,B DIVISION,1,peak,7181,10644,0.674652386
2017-08,M,B DIVISION,2,offpeak,1367,1541,0.887086308
2017-08,M,B DIVISION,2,peak,742,838,0.885441527
2017-08,N,B DIVISION,1,offpeak,14212,19402,0.732501804
2017-08,N,B DIVISION,1,peak,8474,12201,0.694533235
2017-08,N,B DIVISION,2,offpeak,3774,4836,0.780397022
2017-08,N,B DIVISION,2,peak,1861,2382,0.781276238
2017-08,Q,B DIVISION,1,offpeak,9972,13052,0.76402084
2017-08,Q,B DIVISION,1,peak,6130,8040,0.762437811
2017-08,Q,B DIVISION,2,offpeak,3551,4212,0.843067426
2017-08,Q,B DIVISION,2,peak,1839,2192,0.838959854
2017-08,R,B DIVISION,1,offpeak,15334,20789,0.737601616
2017-08,R,B DIVISION,1,peak,9498,13979,0.679447743
2017-08,R,B DIVISION,2,offpeak,4039,5398,0.748240089
2017-08,R,B DIVISION,2,peak,2107,2665,0.790619137
2017-08,S Fkln,B DIVISION,1,offpeak,1975,2010,0.982587065
2017-08,S Fkln,B DIVISION,1,peak,1107,1113,0.994609164
2017-08,S Fkln,B DIVISION,2,offpeak,897,899,0.997775306
2017-08,S Fkln,B DIVISION,2,peak,488,488,1
2017-08,S Rock,B DIVISION,1,offpeak,1878,1988,0.944668008
2017-08,S Rock,B DIVISION,1,peak,956,1010,0.946534653
2017-08,S Rock,B DIVISION,2,offpeak,568,610,0.931147541
2017-08,S Rock,B DIVISION,2,peak,309,326,0.947852761
2017-08,W,B DIVISION,1,offpeak,5167,6745,0.766048925
2017-08,W,B DIVISION,1,peak,4306,6213,0.693062933
2017-08,Systemwide,Systemwide,1,Systemwide,543691,761123,0.714327382
2017-08,Systemwide,Systemwide,2,Systemwide,120733,151324,0.79784436
2017-09,1,A DIVISION,1,offpeak,20228,25190,0.80301707
2017-09,1,A DIVISION,1,peak,11459,16360,0.700427873
2017-09,1,A DIVISION,2,offpeak,5958,7549,0.789243608
2017-09,1,A DIVISION,2,peak,2959,3677,0.804732119
2017-09,2,A DIVISION,1,offpeak,18301,26974,0.678468155
2017-09,2,A DIVISION,1,peak,10353,17378,0.595753251
2017-09,2,A DIVISION,2,offpeak,3642,5856,0.62192623
2017-09,2,A DIVISION,2,peak,1866,3015,0.618905473
2017-09,3,A DIVISION,1,offpeak,16242,22318,0.727753383
2017-09,3,A DIVISION,1,peak,9121,14500,0.629034483
2017-09,3,A DIVISION,2,offpeak,3056,3494,0.874642244
2017-09,3,A DIVISION,2,peak,1672,1840,0.908695652
2017-09,4,A DIVISION,1,offpeak,21446,30128,0.711829527
2017-09,4,A DIVISION,1,peak,13124,22200,0.591171171
2017-09,4,A DIVISION,2,offpeak,7697,10742,0.716533234
2017-09,4,A DIVISION,2,peak,4046,5837,0.693164297
2017-09,5,A DIVISION,1,offpeak,14225,22667,0.627564301
2017-09,5,A DIVISION,1,peak,9766,18090,0.539856274
2017-09,5,A DIVISION,2,offpeak,5631,8028,0.70142003
2017-09,5,A DIVISION,2,peak,2932,3998,0.733366683
2017-09,6,A DIVISION,1,offpeak,19942,28302,0.704614515
2017-09,6,A DIVISION,1,peak,11756,19110,0.615175301
2017-09,6,A DIVISION,2,offpeak,6153,7192,0.855533927
2017-09,6,A DIVISION,2,peak,3201,3749,0.853827687
2017-09,7,A DIVISION,1,offpeak,14646,18957,0.7725906
2017-09,7,A DIVISION,1,peak,10269,15119,0.679211588
2017-09,7,A DIVISION,2,offpeak,4664,5828,0.800274537
2017-09,7,A DIVISION,2,peak,2831,3723,0.760408273
2017-09,S 42nd,A DIVISION,1,offpeak,6135,6258,0.980345158
2017-09,S 42nd,A DIVISION,1,peak,5257,5820,0.903264605
2017-09,S 42nd,A DIVISION,2,offpeak,1913,1928,0.992219917
2017-09,S 42nd,A DIVISION,2,peak,1125,1132,0.993816254
2017-09,A,B DIVISION,1,offpeak,14366,20061,0.716115847
2017-09,A,B DIVISION,1,peak,9761,14761,0.661269562
2017-09,A,B DIVISION,2,offpeak,5098,7198,0.708252292
2017-09,A,B DIVISION,2,peak,2741,3799,0.721505659
2017-09,B,B DIVISION,1,offpeak,7289,9276,0.785791289
2017-09,B,B DIVISION,1,peak,5758,7758,0.742201598
2017-09,C,B DIVISION,1,offpeak,8832,11828,0.746702739
2017-09,C,B DIVISION,1,peak,5294,7425,0.712996633
2017-09,C,B DIVISION,2,offpeak,3330,4373,0.761490967
2017-09,C,B DIVISION,2,peak,1930,2509,0.769230769
2017-09,D,B DIVISION,1,offpeak,10424,13602,0.766357889
2017-09,D,B DIVISION,1,peak,6457,8765,0.736679977
2017-09,D,B DIVISION,2,offpeak,3119,3943,0.791022064
2017-09,D,B DIVISION,2,peak,1576,2016,0.781746032
2017-09,E,B DIVISION,1,offpeak,11110,16098,0.690147844
2017-09,E,B DIVISION,1,peak,7634,11643,0.655672937
2017-09,E,B DIVISION,2,offpeak,2073,2647,0.783150737
2017-09,E,B DIVISION,2,peak,1100,1338,0.822122571
2017-09,F,B DIVISION,1,offpeak,18141,25677,0.70650777
2017-09,F,B DIVISION,1,peak,12685,18544,0.684048749
2017-09,F,B DIVISION,2,offpeak,3656,4759,0.768228619
2017-09,F,B DIVISION,2,peak,1903,2391,0.795901297
2017-09,G,B DIVISION,1,offpeak,9875,11955,0.82601422
2017-09,G,B DIVISION,1,peak,5724,7191,0.795994994
2017-09,G,B DIVISION,2,offpeak,2621,3210,0.816510903
2017-09,G,B DIVISION,2,peak,1455,1693,0.859421146
2017-09,JZ,B DIVISION,1,offpeak,8540,10861,0.786299604
2017-09,JZ,B DIVISION,1,peak,5777,7760,0.744458763
2017-09,JZ,B DIVISION,2,offpeak,3479,4029,0.8634897
2017-09,JZ,B DIVISION,2,peak,1862,2155,0.864037123
2017-09,L,B DIVISION,1,offpeak,17700,22388,0.790602108
2017-09,L,B DIVISION,1,peak,10666,14511,0.735028599
2017-09,L,B DIVISION,2,offpeak,6423,8894,0.722172251
2017-09,L,B DIVISION,2,peak,3341,4409,0.757768201
2017-09,M,B DIVISION,1,offpeak,11132,15183,0.733188434
2017-09,M,B DIVISION,1,peak,6979,9863,0.707594038
2017-09,M,B DIVISION,2,offpeak,1422,1564,0.909207161
2017-09,M,B DIVISION,2,peak,680,855,0.795321637
2017-09,N,B DIVISION,1,offpeak,12535,16996,0.737526477
2017-09,N,B DIVISION,1,peak,7351,10678,0.688424799
2017-09,N,B DIVISION,2,offpeak,4127,5659,0.729280792
2017-09,N,B DIVISION,2,peak,2032,2761,0.73596523
2017-09,Q,B DIVISION,1,offpeak,8384,10986,0.763153104
2017-09,Q,B DIVISION,1,peak,5265,6933,0.75941151
2017-09,Q,B DIVISION,2,offpeak,3947,4816,0.819559801
2017-09,Q,B DIVISION,2,peak,2041,2485,0.821327968
2017-09,R,B DIVISION,1,offpeak,13853,18433,0.751532577
2017-09,R,B DIVISION,1,peak,8922,12661,0.704683674
2017-09,R,B DIVISION,2,offpeak,4019,5808,0.691976584
2017-09,R,B DIVISION,2,peak,2127,3039,0.699901283
2017-09,S Fkln,B DIVISION,1,offpeak,1824,1843,0.989690722
2017-09,S Fkln,B DIVISION,1,peak,1014,1018,0.996070727
2017-09,S Fkln,B DIVISION,2,offpeak,902,921,0.97937025
2017-09,S Fkln,B DIVISION,2,peak,507,510,0.994117647
2017-09,S Rock,B DIVISION,1,offpeak,1644,1751,0.938892062
2017-09,S Rock,B DIVISION,1,peak,845,878,0.962414579
2017-09,S Rock,B DIVISION,2,offpeak,592,625,0.9472
2017-09,S Rock,B DIVISION,2,peak,322,340,0.947058824
2017-09,W,B DIVISION,1,offpeak,5028,6585,0.763553531
2017-09,W,B DIVISION,1,peak,4001,5607,0.71357232
2017-09,Systemwide,Systemwide,1,Systemwide,477080,668890,0.71324134
2017-09,Systemwide,Systemwide,2,Systemwide,127771,166334,0.768159246
2017-10,1,A DIVISION,1,offpeak,21426,26667,0.803464957
2017-10,1,A DIVISION,1,peak,13190,18005,0.732574285
2017-10,1,A DIVISION,2,offpeak,6095,7478,0.815057502
2017-10,1,A DIVISION,2,peak,2941,3605,0.815811373
2017-10,2,A DIVISION,1,offpeak,19567,29041,0.673771564
2017-10,2,A DIVISION,1,peak,11736,19117,0.613903855
2017-10,2,A DIVISION,2,offpeak,3630,5845,0.621043627
2017-10,2,A DIVISION,2,peak,1997,3005,0.664559068
2017-10,3,A DIVISION,1,offpeak,16897,23270,0.726128062
2017-10,3,A DIVISION,1,peak,10401,15950,0.652100313
2017-10,3,A DIVISION,2,offpeak,3106,3481,0.892272336
2017-10,3,A DIVISION,2,peak,1606,1817,0.883874518
2017-10,4,A DIVISION,1,offpeak,23389,33185,0.704806388
2017-10,4,A DIVISION,1,peak,14801,24376,0.607195602
2017-10,4,A DIVISION,2,offpeak,6794,10512,0.64630898
2017-10,4,A DIVISION,2,peak,3464,5618,0.616589534
2017-10,5,A DIVISION,1,offpeak,16585,26125,0.634832536
2017-10,5,A DIVISION,1,peak,10877,19949,0.545240363
2017-10,5,A DIVISION,2,offpeak,5534,8346,0.66307213
2017-10,5,A DIVISION,2,peak,2857,4157,0.687274477
2017-10,6,A DIVISION,1,offpeak,21196,30456,0.69595482
2017-10,6,A DIVISION,1,peak,12514,19967,0.626734111
2017-10,6,A DIVISION,2,offpeak,5286,6920,0.763872832
2017-10,6,A DIVISION,2,peak,2775,3604,0.769977802
2017-10,7,A DIVISION,1,offpeak,15898,20795,0.7645107
2017-10,7,A DIVISION,1,peak,10776,16440,0.655474453
2017-10,7,A DIVISION,2,offpeak,4405,5251,0.838887831
2017-10,7,A DIVISION,2,peak,2593,3119,0.831356204
2017-10,S 42nd,A DIVISION,1,offpeak,6706,6882,0.974426039
2017-10,S 42nd,A DIVISION,1,peak,5944,6402,0.928459856
2017-10,S 42nd,A DIVISION,2,offpeak,1845,1905,0.968503937
2017-10,S 42nd,A DIVISION,2,peak,1051,1100,0.955454545
2017-10,A,B DIVISION,1,offpeak,15250,21922,0.695648207
2017-10,A,B DIVISION,1,peak,10425,16104,0.647354694
2017-10,A,B DIVISION,2,offpeak,4988,7037,0.708824783
2017-10,A,B DIVISION,2,peak,2603,3688,0.705802603
2017-10,B,B DIVISION,1,offpeak,7639,10361,0.737284046
2017-10,B,B DIVISION,1,peak,5993,8634,0.694116284
2017-10,C,B DIVISION,1,offpeak,8929,13150,0.679011407
2017-10,C,B DIVISION,1,peak,5250,8222,0.638530771
2017-10,C,B DIVISION,2,offpeak,3142,4190,0.749880668
2017-10,C,B DIVISION,2,peak,1798,2317,0.776003453
2017-10,D,B DIVISION,1,offpeak,11250,14935,0.753264145
2017-10,D,B DIVISION,1,peak,6885,9603,0.716963449
2017-10,D,B DIVISION,2,offpeak,2781,3576,0.777684564
2017-10,D,B DIVISION,2,peak,1425,1808,0.788163717
2017-10,E,B DIVISION,1,offpeak,12883,18127,0.710707784
2017-10,E,B DIVISION,1,peak,8443,12977,0.650612622
2017-10,E,B DIVISION,2,offpeak,2891,3607,0.801497089
2017-10,E,B DIVISION,2,peak,1485,1824,0.814144737
2017-10,F,B DIVISION,1,offpeak,20858,29447,0.708323429
2017-10,F,B DIVISION,1,peak,13958,20744,0.672869263
2017-10,F,B DIVISION,2,offpeak,3981,5117,0.777994919
2017-10,F,B DIVISION,2,peak,2083,2578,0.80799069
2017-10,G,B DIVISION,1,offpeak,10993,13178,0.834193353
2017-10,G,B DIVISION,1,peak,6213,7882,0.788251713
2017-10,G,B DIVISION,2,offpeak,3367,3895,0.864441592
2017-10,G,B DIVISION,2,peak,1745,2023,0.862580326
2017-10,JZ,B DIVISION,1,offpeak,9333,12018,0.776585122
2017-10,JZ,B DIVISION,1,peak,6206,8580,0.723310023
2017-10,JZ,B DIVISION,2,offpeak,3451,4015,0.859526775
2017-10,JZ,B DIVISION,2,peak,1821,2154,0.8454039
2017-10,L,B DIVISION,1,offpeak,18510,23481,0.788296921
2017-10,L,B DIVISION,1,peak,11863,15937,0.744368451
2017-10,L,B DIVISION,2,offpeak,7224,9626,0.750467484
2017-10,L,B DIVISION,2,peak,3872,4941,0.783647035
2017-10,M,B DIVISION,1,offpeak,12686,17512,0.724417542
2017-10,M,B DIVISION,1,peak,7617,10951,0.695552918
2017-10,M,B DIVISION,2,offpeak,1546,1677,0.921884317
2017-10,M,B DIVISION,2,peak,767,883,0.868629672
2017-10,N,B DIVISION,1,offpeak,13799,18575,0.742880215
2017-10,N,B DIVISION,1,peak,8246,11660,0.707204117
2017-10,N,B DIVISION,2,offpeak,4536,6198,0.731848984
2017-10,N,B DIVISION,2,peak,2360,3054,0.77275704
2017-10,Q,B DIVISION,1,offpeak,8958,11524,0.777334259
2017-10,Q,B DIVISION,1,peak,5122,6885,0.743936093
2017-10,Q,B DIVISION,2,offpeak,3856,4699,0.820600128
2017-10,Q,B DIVISION,2,peak,2006,2405,0.834095634
2017-10,R,B DIVISION,1,offpeak,15142,20396,0.742400471
2017-10,R,B DIVISION,1,peak,9369,13703,0.683718894
2017-10,R,B DIVISION,2,offpeak,4065,6109,0.665411688
2017-10,R,B DIVISION,2,peak,2137,3194,0.669067001
2017-10,S Fkln,B DIVISION,1,offpeak,2106,2158,0.975903614
2017-10,S Fkln,B DIVISION,1,peak,1176,1200,0.98
2017-10,S Fkln,B DIVISION,2,offpeak,844,861,0.980255517
2017-10,S Fkln,B DIVISION,2,peak,462,464,0.995689655
2017-10,S Rock,B DIVISION,1,offpeak,1783,1906,0.935466946
2017-10,S Rock,B DIVISION,1,peak,924,959,0.96350365
2017-10,S Rock,B DIVISION,2,offpeak,622,647,0.961360124
2017-10,S Rock,B DIVISION,2,peak,347,352,0.985795455
2017-10,W,B DIVISION,1,offpeak,5848,8115,0.720640789
2017-10,W,B DIVISION,1,peak,4118,6077,0.677636992
2017-10,Systemwide,Systemwide,1,Systemwide,519678,733550,0.708442506
2017-10,Systemwide,Systemwide,2,Systemwide,128184,168702,0.759825017
2017-11,1,A DIVISION,1,offpeak,20360,25642,0.794009828
2017-11,1,A DIVISION,1,peak,12612,17189,0.733725057
2017-11,1,A DIVISION,2,offpeak,3960,6210,0.637681159
2017-11,1,A DIVISION,2,peak,1940,3019,0.642596886
2017-11,2,A DIVISION,1,offpeak,18849,27957,0.674213971
2017-11,2,A DIVISION,1,peak,11115,18220,0.610043908
2017-11,2,A DIVISION,2,offpeak,3082,5077,0.607051408
2017-11,2,A DIVISION,2,peak,1446,2684,0.538748137
2017-11,3,A DIVISION,1,offpeak,16292,22562,0.722099105
2017-11,3,A DIVISION,1,peak,9642,15220,0.633508541
2017-11,3,A DIVISION,2,offpeak,2378,2870,0.828571429
2017-11,3,A DIVISION,2,peak,1240,1521,0.815253123
2017-11,4,A DIVISION,1,offpeak,21440,31301,0.684962142
2017-11,4,A DIVISION,1,peak,13910,23263,0.597945235
2017-11,4,A DIVISION,2,offpeak,5161,8294,0.622257053
2017-11,4,A DIVISION,2,peak,2751,4420,0.62239819
2017-11,5,A DIVISION,1,offpeak,14962,24125,0.620186528
2017-11,5,A DIVISION,1,peak,10636,19103,0.556771188
2017-11,5,A DIVISION,2,offpeak,4630,6975,0.663799283
2017-11,5,A DIVISION,2,peak,2385,3498,0.681818182
2017-11,6,A DIVISION,1,offpeak,19585,28834,0.67923285
2017-11,6,A DIVISION,1,peak,11745,18661,0.629387493
2017-11,6,A DIVISION,2,offpeak,3456,4624,0.747404844
2017-11,6,A DIVISION,2,peak,1743,2330,0.74806867
2017-11,7,A DIVISION,1,offpeak,15091,20166,0.748338788
2017-11,7,A DIVISION,1,peak,10239,15799,0.648078992
2017-11,7,A DIVISION,2,offpeak,3104,3501,0.886603827
2017-11,7,A DIVISION,2,peak,1646,1868,0.881156317
2017-11,S 42nd,A DIVISION,1,offpeak,6356,6461,0.983748646
2017-11,S 42nd,A DIVISION,1,peak,5414,5971,0.906715793
2017-11,S 42nd,A DIVISION,2,offpeak,1532,1559,0.982681206
2017-11,S 42nd,A DIVISION,2,peak,914,924,0.989177489
2017-11,A,B DIVISION,1,offpeak,14528,21029,0.690855485
2017-11,A,B DIVISION,1,peak,9859,15462,0.637627733
2017-11,A,B DIVISION,2,offpeak,3974,6270,0.633811802
2017-11,A,B DIVISION,2,peak,2050,3281,0.624809509
2017-11,B,B DIVISION,1,offpeak,6483,9170,0.70697928
2017-11,B,B DIVISION,1,peak,5621,8242,0.681994661
2017-11,C,B DIVISION,1,offpeak,8615,12372,0.696330424
2017-11,C,B DIVISION,1,peak,5185,7877,0.658245525
2017-11,C,B DIVISION,2,offpeak,2616,3911,0.668882639
2017-11,C,B DIVISION,2,peak,1480,2158,0.685820204
2017-11,D,B DIVISION,1,offpeak,10120,14355,0.704980843
2017-11,D,B DIVISION,1,peak,6422,9239,0.695096872
2017-11,D,B DIVISION,2,offpeak,2726,3715,0.733781965
2017-11,D,B DIVISION,2,peak,1382,1897,0.728518714
2017-11,E,B DIVISION,1,offpeak,11850,17032,0.695749178
2017-11,E,B DIVISION,1,peak,8153,12260,0.665008157
2017-11,E,B DIVISION,2,offpeak,2558,3281,0.779640354
2017-11,E,B DIVISION,2,peak,1262,1617,0.780457638
2017-11,F,B DIVISION,1,offpeak,20018,28352,0.706052483
2017-11,F,B DIVISION,1,peak,13603,19865,0.684772212
2017-11,F,B DIVISION,2,offpeak,4866,6142,0.792250081
2017-11,F,B DIVISION,2,peak,2393,3117,0.767725377
2017-11,G,B DIVISION,1,offpeak,10187,12478,0.816396858
2017-11,G,B DIVISION,1,peak,5814,7508,0.774374001
2017-11,G,B DIVISION,2,offpeak,2683,3218,0.833747669
2017-11,G,B DIVISION,2,peak,1412,1650,0.855757576
2017-11,JZ,B DIVISION,1,offpeak,9047,11394,0.794014394
2017-11,JZ,B DIVISION,1,peak,5973,8219,0.726730746
2017-11,JZ,B DIVISION,2,offpeak,2530,3077,0.822229444
2017-11,JZ,B DIVISION,2,peak,1344,1676,0.801909308
2017-11,L,B DIVISION,1,offpeak,17631,22182,0.794833649
2017-11,L,B DIVISION,1,peak,11575,15234,0.759813575
2017-11,L,B DIVISION,2,offpeak,6133,7581,0.808996175
2017-11,L,B DIVISION,2,peak,3157,3869,0.81597312
2017-11,M,B DIVISION,1,offpeak,12751,17113,0.74510606
2017-11,M,B DIVISION,1,peak,7444,10527,0.707134036
2017-11,M,B DIVISION,2,offpeak,1311,1388,0.944524496
2017-11,M,B DIVISION,2,peak,650,712,0.912921348
2017-11,N,B DIVISION,1,offpeak,12142,16973,0.715371472
2017-11,N,B DIVISION,1,peak,7771,11146,0.69720079
2017-11,N,B DIVISION,2,offpeak,4184,5690,0.735325132
2017-11,N,B DIVISION,2,peak,2036,2775,0.733693694
2017-11,Q,B DIVISION,1,offpeak,7899,10556,0.748294809
2017-11,Q,B DIVISION,1,peak,5231,7068,0.740096208
2017-11,Q,B DIVISION,2,offpeak,3211,3973,0.808205386
2017-11,Q,B DIVISION,2,peak,1697,2039,0.832270721
2017-11,R,B DIVISION,1,offpeak,13089,17910,0.730820771
2017-11,R,B DIVISION,1,peak,8623,12687,0.679672105
2017-11,R,B DIVISION,2,offpeak,3512,5315,0.660771402
2017-11,R,B DIVISION,2,peak,1893,2806,0.674625802
2017-11,S Fkln,B DIVISION,1,offpeak,1926,1985,0.970277078
2017-11,S Fkln,B DIVISION,1,peak,1216,1239,0.981436642
2017-11,S Fkln,B DIVISION,2,offpeak,811,825,0.983030303
2017-11,S Fkln,B DIVISION,2,peak,446,457,0.975929978
2017-11,S Rock,B DIVISION,1,offpeak,1544,1666,0.926770708
2017-11,S Rock,B DIVISION,1,peak,859,913,0.940854326
2017-11,S Rock,B DIVISION,2,offpeak,417,439,0.949886105
2017-11,S Rock,B DIVISION,2,peak,241,248,0.971774194
2017-11,W,B DIVISION,1,offpeak,4556,6430,0.708553655
2017-11,W,B DIVISION,1,peak,4075,5997,0.67950642
2017-11,Systemwide,Systemwide,1,Systemwide,488058,694954,0.702288209
2017-11,Systemwide,Systemwide,2,Systemwide,104343,142501,0.732226441
2017-12,1,A DIVISION,1,offpeak,19572,24632,0.794576161
2017-12,1,A DIVISION,1,peak,12007,16189,0.741676447
2017-12,1,A DIVISION,2,offpeak,5768,8299,0.695023497
2017-12,1,A DIVISION,2,peak,2888,4030,0.71662531
2017-12,2,A DIVISION,1,offpeak,18389,26919,0.683123444
2017-12,2,A DIVISION,1,peak,11100,17150,0.647230321
2017-12,2,A DIVISION,2,offpeak,4239,7342,0.577363116
2017-12,2,A DIVISION,2,peak,2165,3870,0.559431525
2017-12,3,A DIVISION,1,offpeak,16158,22281,0.725191868
2017-12,3,A DIVISION,1,peak,9323,13904,0.670526467
2017-12,3,A DIVISION,2,offpeak,3148,3896,0.808008214
2017-12,3,A DIVISION,2,peak,1597,2035,0.784766585
2017-12,4,A DIVISION,1,offpeak,20343,29847,0.681576038
2017-12,4,A DIVISION,1,peak,12835,21818,0.588275736
2017-12,4,A DIVISION,2,offpeak,7929,11763,0.674062739
2017-12,4,A DIVISION,2,peak,4310,6320,0.681962025
2017-12,5,A DIVISION,1,offpeak,15048,22622,0.665193175
2017-12,5,A DIVISION,1,peak,10974,18579,0.590666882
2017-12,5,A DIVISION,2,offpeak,6539,9590,0.6818561
2017-12,5,A DIVISION,2,peak,3333,4804,0.693796836
2017-12,6,A DIVISION,1,offpeak,17830,27337,0.652229579
2017-12,6,A DIVISION,1,peak,10638,18057,0.589134408
2017-12,6,A DIVISION,2,offpeak,6594,8117,0.812369102
2017-12,6,A DIVISION,2,peak,3441,4180,0.823205742
2017-12,7,A DIVISION,1,offpeak,13762,19013,0.723820544
2017-12,7,A DIVISION,1,peak,9398,15074,0.623457609
2017-12,7,A DIVISION,2,offpeak,5174,6394,0.809196121
2017-12,7,A DIVISION,2,peak,3049,4073,0.748588264
2017-12,S 42nd,A DIVISION,1,offpeak,5777,6061,0.953143046
2017-12,S 42nd,A DIVISION,1,peak,5001,5820,0.859278351
2017-12,S 42nd,A DIVISION,2,offpeak,2146,2183,0.983050847
2017-12,S 42nd,A DIVISION,2,peak,1221,1240,0.984677419
2017-12,A,B DIVISION,1,offpeak,13199,19653,0.6716023
2017-12,A,B DIVISION,1,peak,9205,14662,0.627813395
2017-12,A,B DIVISION,2,offpeak,5918,8278,0.714906982
2017-12,A,B DIVISION,2,peak,3045,4320,0.704861111
2017-12,B,B DIVISION,1,offpeak,6413,8909,0.719833876
2017-12,B,B DIVISION,1,peak,5114,7842,0.652129559
2017-12,C,B DIVISION,1,offpeak,7893,11701,0.67455773
2017-12,C,B DIVISION,1,peak,4902,7476,0.655698234
2017-12,C,B DIVISION,2,offpeak,3880,5252,0.738766184
2017-12,C,B DIVISION,2,peak,2082,2823,0.737513284
2017-12,D,B DIVISION,1,offpeak,9410,13533,0.695337324
2017-12,D,B DIVISION,1,peak,6086,8770,0.69395667
2017-12,D,B DIVISION,2,offpeak,3886,5871,0.661897462
2017-12,D,B DIVISION,2,peak,1959,3021,0.648460775
2017-12,E,B DIVISION,1,offpeak,9993,14575,0.685626072
2017-12,E,B DIVISION,1,peak,6544,10540,0.620872865
2017-12,E,B DIVISION,2,offpeak,3523,4856,0.725494234
2017-12,E,B DIVISION,2,peak,1867,2464,0.757711039
2017-12,F,B DIVISION,1,offpeak,18545,26936,0.688483813
2017-12,F,B DIVISION,1,peak,12228,18858,0.648425072
2017-12,F,B DIVISION,2,offpeak,6630,10095,0.656760773
2017-12,F,B DIVISION,2,peak,3505,5162,0.679000387
2017-12,G,B DIVISION,1,offpeak,9210,11594,0.794376402
2017-12,G,B DIVISION,1,peak,5517,7156,0.770961431
2017-12,G,B DIVISION,2,offpeak,3146,3605,0.872676838
2017-12,G,B DIVISION,2,peak,1627,1876,0.867270789
2017-12,JZ,B DIVISION,1,offpeak,8376,10744,0.779597915
2017-12,JZ,B DIVISION,1,peak,5539,7789,0.711131082
2017-12,JZ,B DIVISION,2,offpeak,3700,4199,0.881162181
2017-12,JZ,B DIVISION,2,peak,1919,2250,0.852888889
2017-12,L,B DIVISION,1,offpeak,17946,22988,0.780668175
2017-12,L,B DIVISION,1,peak,10567,14503,0.728607874
2017-12,L,B DIVISION,2,offpeak,7859,10396,0.755963832
2017-12,L,B DIVISION,2,peak,4087,5139,0.795290913
2017-12,M,B DIVISION,1,offpeak,9438,13586,0.694685706
2017-12,M,B DIVISION,1,peak,5730,8746,0.655156643
2017-12,M,B DIVISION,2,offpeak,2001,2254,0.887755102
2017-12,M,B DIVISION,2,peak,1016,1185,0.857383966
2017-12,N,B DIVISION,1,offpeak,11767,16418,0.716713363
2017-12,N,B DIVISION,1,peak,7225,10626,0.679936006
2017-12,N,B DIVISION,2,offpeak,5378,7661,0.701997128
2017-12,N,B DIVISION,2,peak,2601,3779,0.688277322
2017-12,Q,B DIVISION,1,offpeak,6907,9365,0.737533369
2017-12,Q,B DIVISION,1,peak,4436,6119,0.724955058
2017-12,Q,B DIVISION,2,offpeak,3452,4900,0.704489796
2017-12,Q,B DIVISION,2,peak,1746,2515,0.694234592
2017-12,R,B DIVISION,1,offpeak,12689,17683,0.717581858
2017-12,R,B DIVISION,1,peak,8311,12551,0.662178312
2017-12,R,B DIVISION,2,offpeak,4872,7413,0.657223796
2017-12,R,B DIVISION,2,peak,2569,3807,0.674809561
2017-12,S Fkln,B DIVISION,1,offpeak,1939,1964,0.987270876
2017-12,S Fkln,B DIVISION,1,peak,1102,1129,0.976085031
2017-12,S Fkln,B DIVISION,2,offpeak,901,915,0.984699454
2017-12,S Fkln,B DIVISION,2,peak,488,491,0.99389002
2017-12,S Rock,B DIVISION,1,offpeak,874,957,0.913270637
2017-12,S Rock,B DIVISION,1,peak,763,855,0.892397661
2017-12,S Rock,B DIVISION,2,offpeak,284,298,0.953020134
2017-12,S Rock,B DIVISION,2,peak,153,164,0.932926829
2017-12,W,B DIVISION,1,offpeak,3909,5570,0.701795332
2017-12,W,B DIVISION,1,peak,3892,5631,0.691173859
2017-12,Systemwide,Systemwide,1,Systemwide,453824,654732,0.693144676
2017-12,Systemwide,Systemwide,2,Systemwide,147635,203125,0.726818462
2018-01,1,A DIVISION,1,offpeak,21340,27212,0.784212847
2018-01,1,A DIVISION,1,peak,12481,17721,0.704305626
2018-01,1,A DIVISION,2,offpeak,4970,6681,0.743900614
2018-01,1,A DIVISION,2,peak,2355,3236,0.727750309
2018-01,2,A DIVISION,1,offpeak,18681,29378,0.635883995
2018-01,2,A DIVISION,1,peak,11177,18952,0.58975306
2018-01,2,A DIVISION,2,offpeak,3954,6269,0.630722603
